"id","type","original_language","post_date","published","updated_date","location_name","address1","address2","city","province","postal_code","country","tags","featured","hidden","files","links","photos","videos","audio","latitude","longitude","reviewed_by","reviewed_at","verified","orginal_entry_id","friendly_id","recruitment_method","level_polarization","typical_purposes","facetoface_online_or_both","method_types","public_spectrum","open_limited","number_of_participants","scope_of_influence","participants_interactions","decision_methods","if_voting","facilitators","level_complexity","purpose_method","completeness","collections"
4314,"method","en","2016-02-04 09:15:18",True,"2019-05-01 07:47:38.219097","","","","","","","","{}",False,False,"{}","{""(http://democracyos.org/,\""\"",\""\"")"",""(https://www.theguardian.com/women-in-leadership/2016/feb/23/how-one-womans-app-is-changing-politics-in-the-digital-age,\""\"",\""\"")"",""(https://techcrunch.com/2015/04/17/democracyos-2/,\""\"",\""\"")""}","{""(9e397aa8-191a-4efb-90ed-1e63cb12efb2_democracyos.jpg,\""\"",\""\"",\""\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"democracyos","","","{}","","{}","","","{}","{local}","{}","{}",NULL,"no","","{}","partial_content","{}"
4644,"method","en","2016-11-01 00:00:00",True,"2021-02-21 00:00:00","","","","","","","","{}",False,False,"{}","{""(http://www.jdpcijebuode.org/,\""\"",\""JDPC Ijebu-Ode Website\"")""}","{""(https://s3.amazonaws.com/participedia.prod/d1cf33d4-a340-4e67-ac74-1b682bf2d493,https://www.youtube.com/watch?v=6WBIsmifdaY,\""JDPC Ijebu-Ode\"",\""JDPC Peoples' Parley at Atan Ijebu\"")""}","{""(https://www.youtube.com/watch?v=6WBIsmifdaY,\""JDPC Ijebu-Ode\"",\""JDPC Organizes Peoples' Parley at Atan Ijebu\"")""}","{}",NULL,NULL,NULL,NULL,False,NULL,"peoples-parley","","polarized","{}","facetoface","{deliberative,public_meetings}","consult","open_to","{medium}","{regional}","{ask,discussion}","{n/a}","{}","yes","moderate","{make,develop}","complete","{}"
514,"method","en","2012-01-28 06:05:53",True,"2019-05-02 05:13:51.888888","","","","","","","","{}",False,False,"{}","{""(https://web.archive.org/web/20161020234145/http://echo.to/en,\""\"",\""\"")""}","{""(d0015e1f-19bc-4c1d-808e-366eb728870a_echo.png,\""\"",\""\"",\""\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"echo","","","{community_building_eg_social_capital,develop_individual_capacities_eg_skills_learning,protest}","","{}","","","{}","{}","{}","{}",NULL,"no","","{}","partial_content","{}"
5095,"method","en","2017-10-26 13:00:23",True,"2019-05-09 05:55:51.66538","","","","","","","","{}",False,False,"{}","{""(https://www.academia.edu/1312067/The_possibility_of_self-government,\""\"",\""\"")"",""(http://www.wtf.tw/ref/ostrom_1992.pdf,\""\"",\""\"")""}","{""(c89fe543-dea9-4200-a790-1e4c842cea60_self-governance-ukraine.jpg,\""\"",\""\"",\""\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"self-governance","","polarized","{}","","{}","","","{}","{local}","{}","{}",NULL,"no","","{}","stub","{}"
166,"method","en","2010-06-04 00:00:00",True,"2023-05-09 16:57:20.886595","","","","","","","","{}",False,True,"{}","{""(https://depts.washington.edu/thehub/sao/student-government/,\""\"",\""University of Washington - Student Government\"")"",""(https://www.usnews.com/education/best-colleges/articles/2012/04/05/college-student-leaders-divided-on-benefits-of-student-government#close-modal,\""US News\"",\""US News - College Student Leaders Divided on Benefits of Student Government\"")"",""(https://journals.sagepub.com/doi/pdf/10.1177/001316444800800311?casa_token=Czao5wZwaAkAAAAA:dIjMCN1SoJ4rX2Z-23aV5zHjGyLuVNnRuk0UtJaTOz4Dff-LZSfEe4EmiEQbYCxI2h3wAbxa3mwvFQ,\""William B. Welsh\"",\""Democracy through student government\"")"",""(https://en.wikipedia.org/wiki/Students%27_union,\""\"",\""Wikipedia entry on students' unions\"")"",""(https://journals.sagepub.com/doi/abs/10.1177/0899764003260588,\""Susan A. Ostrander\"",\""Democracy, Civic Participation, and the University: A Comparative Study of Civic Engagement on Five Campuses\"")"",""(https://scholarworks.iu.edu/journals/index.php/jiuspa/article/download/4617/4240,\""R Montelongo\"",\""Student participation in college student organizations: A review of literature\"")"",""(https://go.gale.com/ps/anonymous?id=GALE%7CA123321901&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=01463934&p=AONE&sw=w,\""Carol D. Miller and Mindy Kraus\"",\""Participating but not leading: women's under-representation in student government leadership positions\"")"",""(https://eric.ed.gov/?id=EJ616590,\""Bing Zuo and Eugene W. Ratsoy\"",\""Student Participation in University Governance\"")""}","{""(https://s3.amazonaws.com/participedia.prod/2bcf4416-47b1-4ac3-9812-c47a00d5eb30,https://celtindependent.com/2020/03/13/student-government-minutes-feb-25/,\""Brissa Ramos\"",\""University of St. Thomas Student Government \"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","both","{deliberative,collaborative,experiential}","involve","limited",NULL,"{organization}","{discussion,formal,express}","{idea,voting}","{}","yes","","{develop,make,make_influence}","partial_content","{}"
11999,"method","en","2022-10-20 15:17:41.159338",False,"2022-10-20 15:17:41.184752","","","","","","","","{}",False,True,"{}","{}","{""(https://s3.amazonaws.com/participedia.prod/8c47ce09-879d-467f-a934-abd793920747,\""\"",\""\"",20d2895c-7030-4121-b59d-acb19aed319f.jpg)""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","both","{evaluation}","","","{}","{}","{}","{}","{}","","","{}",NULL,"{}"
727,"method","en","2012-11-28 00:00:00",True,"2021-06-11 12:07:27.293287","","","","","","","","{}",False,False,"{}","{""(\""https://firstmonday.org/ojs/index.php/fm/article/view/9832/7744 \"",\""Rene Konig\"",\""Lay perspectives on big data: Insights from citizen conferences in Germany\"")""}","{""(https://s3.amazonaws.com/participedia.prod/0444fe16-7c32-40ef-811b-901bbc964316_citizen-conference.jpg,http://tinyurl.com/y35yteo5,\""\"",\""Polish Citizen Conference\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"citizen-conferences","random","moderate","{}","facetoface","{deliberative,planning}","consult","limited","{small,medium}","{regional}","{discussion,ask,listenwatch}","{general}","{}","yes","moderate","{make}","partial_citations","{}"
4652,"method","en","2016-11-09 09:12:34",True,"2019-05-02 21:40:40.80264","","","","","","","","{}",False,False,"{}","{""(http://flash.lakeheadu.ca/~kbrown/F2250%20Webpages/focused_conversation....,\""\"",\""\"")""}","{""(549a1166-0f8c-42fb-b24b-842f63a1c891_focused-conversation.png,\""\"",\""\"",\""\"")"",""(cfc12166-7b02-4c40-8ae9-3b0db2f59b83_focused-conversation-method.jpg,\""\"",\""\"",\""\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"focused-conversation","","low_polarization","{}","","{}","","","{}","{local}","{}","{}",NULL,"no","","{}","partial_citations","{}"
5179,"method","en","2018-02-01 00:00:00",True,"2020-02-07 00:00:00","","","","","","","","{}",False,False,"{}","{""(http://ncdd.org/rc/item/1495,\""\"",\""NCDD - Design Charrette\"")"",""(https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1003485,\""Katrina Pavelin,Sangya Pundir,Jennifer A. Cham \"",\""Ten Simple Rules for Running Interactive Workshops\"")""}","{""(https://s3.amazonaws.com/participedia.prod/df997c39-fd2f-4f39-aac5-3657d135002f_1207_a_tablet.jpg,\""https://goo.gl/7SK67S \"",\""\"",\""Wellesley College Workshop\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"training-workshop","","","{}","facetoface","{planning,collaborative,deliberative}","","both","{small,medium}","{city/town}","{discussion}","{idea,general}","{}","yes","","{make_influence,develop}","partial_content","{}"
4825,"method","en","2017-03-03 05:22:49",True,"2019-05-06 05:03:35.575175","","","","","","","","{}",False,False,"{}","{""(http://www.futurecenteralliance.com/home,\""\"",\""\"")"",""(https://tinyurl.com/y4n47ycu,\""\"",\""\"")""}","{""(9b21881e-fb8b-4946-a802-e1c34c6b3c8a_idea-boxes.png,\""\"",\""\"",\""\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"idea-boxes","","","{}","","{}","","","{}","{}","{}","{}",NULL,"no","","{}","stub","{}"
4595,"method","en","2016-10-03 00:00:00",True,"2020-08-22 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.theatlantic.com/technology/archive/2015/07/the-secret-lives-of-hackathon-junkies/397895/,\""Meredith Broussard\"",\""The Secret Lives of Hackathon Junkies\"")"",""(https://tinyurl.com/y9uncbug,\""Gerard Briscoe and Catherine Mulligan\"",\""Digital Innovation: The Hackathon Phenomenon\"")""}","{""(https://s3.amazonaws.com/participedia.prod/618d8d1d-c588-47fa-b537-1a94879e989b,http://tinyurl.com/y6ez888j,CBC,\""Vancouver Hackathon on mental health challenges for first responders\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"hackathon","","polarized","{}","both","{collaborative,community,planning}","","open","{no_limit}","{city/town,regional,national}","{informal}","{idea}","{}","yes","high","{make,deliver}","stub","{}"
441,"method","en","2011-12-23 17:17:25",True,"2019-04-16 07:46:04.778489","","","","","","","","{}",False,False,"{}","{""(https://www.airesis.eu/edemocracy,\""\"",\""\"")"",""(http://wiki.p2pfoundation.net/Airesis,\""\"",\""\"")""}","{""(992ad7fa-86a3-42f3-833a-ff43c3bcb5fc_airesis-e-democracy.png,\""\"",\""\"",\""\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"airesis-social-network-for-e-democracy","","","{}","","{}","","","{}","{national}","{}","{}",NULL,"no","","{}","partial_content","{}"
7571,"method","en","2021-06-02 00:00:00",True,"2021-06-22 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://electric.vote,electric.vote@gmail.com,\""Electric Vote\"")"",""(https://github.com/aschethor/electric.vote,electric.vote@gmail.com,\""Source Code\"")""}","{""(https://s3.amazonaws.com/participedia.prod/7a3e4309-aa04-416f-a2cc-ef225e9704ac,\""\"",\""\"",\""Electric Vote Logo\"")"",""(https://s3.amazonaws.com/participedia.prod/a1145c2e-73de-4ae9-92f1-41bf94824b7a.jpeg,\""\"",\""\"",\""Welcome Logo\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"electric-vote","","high","{}","online","{direct,research,internal}","empower","open","{}","{organization,neighbourhood,city/town}","{express,discussion}","{voting}","{preferential}","no","high","{make_influence,make,academic}","partial_content","{}"
7800,"method","en","2021-11-19 00:00:00",True,"2021-11-23 16:12:49.446501","","","","","","","","{}",False,True,"{}","{""(https://possumpiper.com.au/how-to-get-rid-of-possums-and-rats-under-my-house/,\""\"",\""\"")""}","{}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","online","{collaborative}","","","{}","{}","{}","{}","{}","","","{}","","{}"
4883,"method","en","2017-04-15 00:00:00",True,"2021-03-14 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.elections.on.ca/en/voting-in-ontario/frequently-asked-questions/voter-information-service.html,\""Elections Ontario\"",\""Elections Ontario - Voter Information Service\"")"",""(http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.463.3845&rep=rep1&type=pdf,\""Jasjeet S. Sekhon\"",\""The Varying Role of Voter Information across Democratic Societies\"")""}","{""(https://s3.amazonaws.com/participedia.prod/1a4b05fb-888e-4cb5-a002-e772ea90e140_11418936.jpg,https://goo.gl/8fLrZd,\""Tim Fraser/Vancouver Sun\"",\""Voter Information Services Election Canada\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"voter-information-services","","high","{}","both","{}","","open","{no_limit}","{national}","{ask,teachinginstructing}","{n/a}","{}","no","","{develop}","stub","{}"
3431,"method","en","2014-05-31 00:00:00",True,"2022-07-15 15:08:54.649948","","","","","","","","{}",False,False,"{}","{""(http://civicstudies.org/author/ditch-townsend/,\""\"",\""\"")"",""(https://www.ippr.org/publications/direct-representationtowards-a-convers...,\""\"",\""\"")""}","{""(https://s3.amazonaws.com/participedia.prod/0298fc18-3d1d-4ff7-902a-2f4769237227,\""\"",\""\"",image-asset.jpg)""}","{}","{}",NULL,NULL,"",NULL,False,NULL,"direct-representation","","","{}","","{}","","","{}","{local}","{}","{}","{}","no","","{}","","{}"
1278,"method","en","2013-09-07 00:00:00",True,"2020-03-14 00:00:00","","","","","","","","{}",False,False,"{}","{""(http://www.playdecide.eu/,\""\"",\""Play Decide Official Website\"")"",""(https://webarchive.nationalarchives.gov.uk/20170110131301/http://www.sciencewise-erc.org.uk/cms/assets/Uploads/Project-files/Bed-of-Roses-report.pdf,nef,\""Just like a bed of roses: Democs and discussion based learning in the classroom\"")"",""(https://www.geos.ed.ac.uk/~sallen/donald/Democs%20introduction-A4.pdf,nef,\""nef - Democs Methodology\"")"",""(https://www.involve.org.uk/resources/methods/play-decide,\""\"",\""Involve - Play Decide Method\"")"",""(https://www.stem.org.uk/resources/collection/3119/democs,\""\"",\""stem.org.uk - Democs\"")"",""(https://neweconomics.org/uploads/files/2cb17ab59382fe7c67_bfm6bdoas.pdf,nef,\""nef - Who Sees What: Exploring Public Views on Personal Electronic Health Records\"")""}","{""(https://s3.amazonaws.com/participedia.prod/3b95848b-54b7-4c0e-80bf-4a2ed8bd5a46,https://www.involve.org.uk/resources/methods/play-decide,Involve.org,\""Play Decide\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"democs","","moderate","{}","facetoface","{}","inform","open","{small}","{organization,neighbourhood}","{discussion,express}","{general,voting}","{}","no","high","{develop,make_influence}","complete","{}"
5098,"method","en","2017-11-01 00:00:00",True,"2020-02-07 00:00:00","","","","","","","","{}",False,False,"{}","{""(http://outreach.msu.edu/bpbriefs/issues/brief3.pdf,\""\"",\""The Several Forms of \""\""Community Mapping\""\"" (MSU)\"")"",""(\"" http://www.tamarackcommunity.ca/library/a-guide-to-community-asset-mapping\"",\""\"",\""Tamarack Institute - A Guide to Community Asset Mapping\"")"",""(https://www.pmi.org/learning/library/mind-mapping-advantage-think-creatively-6554,\""\"",\""Project Management Institute - Mind mapping\"")"",""(https://www.ppsr.gov.au/data-mapping-examples,\""\"",\""Australian Government - Data mapping examples\"")"",""(https://www.e-education.psu.edu/geog585/node/643,\""\"",\""Penn State - The history and importance of web mapping\"")"",""(http://mapping.uvic.ca/,\""\"",\""uVic Community Mapping\"")""}","{""(https://s3.amazonaws.com/participedia.prod/81302595-e5f2-441a-8039-fa6c55c92e91_mapping.jpg,http://tinyurl.com/y2lxs2hb,\""\"",\""Community Mapping in Zambia \"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"mapping","","","{}","facetoface","{community}","","","{small,medium}","{city/town,metropolitan}","{storytelling,informal}","{idea}","{}","no","","{develop}","stub","{}"
5043,"method","en","2017-09-03 00:00:00",True,"2021-05-11 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://goo.gl/Koh8kg,\""Rajan Gupta, Saibal Pal, and Sunil K Muttoo\"",\""Contemporary Issues in Social Media Marketing: Review of CRM by the Government of India \"")"",""(https://books.google.ca/books?id=7foDTBvAaUoC&dq=Citizens%27+Relation+Ma...,\""Alexander Schellong\"",\""Citizen Relationship Management: A Study of CRM in Government\"")""}","{""(https://s3.amazonaws.com/participedia.prod/e994ec76-4896-47b0-8cfb-65ae000e5bff_using_loomio-f1f1d863b82ef53883fb2c6d0e023f47741651f326b8c97b40d2cef82281a5b5.png,https://goo.gl/J6Aof6,Loomio,\""Citizens' Relations Management Platforms\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"citizens-relations-management-platforms","","polarized","{}","online","{}","","open","{no_limit}","{national}","{}","{}","{}","no","","{develop,make}","partial_content","{}"
4349,"method","en","2016-04-26 02:00:00",True,"2021-07-08 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.sciencedirect.com/science/article/pii/S0142694X99000435,\""Simeon J Simoff and Mary Lou Maher\"",\""Analysing participation in collaborative design environments\"")"",""(http://publications.lib.chalmers.se/records/fulltext/192688/192688.pdf,\""Johanna Eriksson\"",\""Architects and users in collaborative design\"")""}","{""(https://s3.amazonaws.com/participedia.prod/0385b7eb-8691-426a-a2ad-0056dbf08f5f_collaborative-design.jpg,https://s3.amazonaws.com/participedia.prod/0385b7eb-8691-426a-a2ad-0056dbf08f5f_collaborative-design.jpg,\""Alistair Blyth \"",\""Re-imagining Space for Learning\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"collaborative-design","random","polarized","{}","facetoface","{collaborative,planning}","collaborate","limited","{}","{}","{}","{idea,general}","{}","no","","{make,make_influence}","partial_content","{}"
162,"method","en","2010-06-02 00:00:00",True,"2019-10-29 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.britannica.com/topic/administrative-law/The-ombudsman#ref417498,\""\"",\""\"")"",""(https://www.repository.law.indiana.edu/cgi/viewcontent.cgi?referer=https://www.google.com/&httpsredir=1&article=3159&context=facpub,\""\"",\""\"")"",""(http://archonfung.net/docs/articles/2015/Fung.PAR2015.pdf,\""\"",\""\"")"",""(https://www.ndi.org/Service_and_Accountability_Public_Hearing_Manual,\""\"",\""\"")""}","{""(https://s3.amazonaws.com/participedia.prod/085d3f46-f08f-424d-b043-eea0b8eadde5_6796730738_df68531791_z.jpg,\""\"",\""\"",\""\"")""}","{""(https://youtu.be/IsdYUlIq7as,\""\"",\""\"")""}","{}",NULL,NULL,NULL,NULL,False,NULL,"public-hearing","","moderate","{}","both","{public_meetings}","consult","open","{}","{city/town,regional,national}","{formal,ask}","{n/a}","{}","yes","moderate","{make}","complete","{}"
4908,"method","en","2017-04-30 00:00:00",True,"2021-02-21 00:00:00","","","","","","","","{}",False,False,"{}","{""(http://www.vukuzenzele.gov.za/municipal-ward-committees-what-you-need-know.,\""Chris Bathembu\"",\""Municipal ward committees: What you need to know\"")"",""(\"" http://www.merip.org/mer/mer265/egypts-popular-committees\"",\""Asya El-Meehy \"",\""Egypt’s Popular Committees: From Moments of Madness to NGO Dilemmas\"")""}","{""(https://s3.amazonaws.com/participedia.prod/dca853c0-e57f-4cb3-882a-4abf4339e34b_Lo_161025_5054.jpg,https://goo.gl/24i95D,\""Open Space Alliance for Northern Brooklyn \"",\""\""\""The Community Committee of the Open Space Alliance\""\""\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"community-committees","election","moderate","{}","facetoface","{longterm,evaluation,public_meetings}","","","{small}","{neighbourhood}","{discussion,ask,formal}","{voting,idea}","{}","yes","moderate","{make,develop}","complete","{6492}"
6425,"method","en","2020-03-06 00:00:00",True,"2020-06-02 00:00:00","","","","","","","","{}",False,True,"{""(https://s3.amazonaws.com/participedia.prod/c970078a-d28b-43ae-8b2d-0c082184bab4,https://www.tandfonline.com/doi/full/10.1080/16549716.2020.1726722#.Xl1bwtN3P0Q.twitter,\""Lucia D'Ambruoso\"",\""Building cooperative learning to address alcohol and other drug abuse in Mpumalanga South Africa a participatory action research process.pdf\"")""}","{""(https://www.tandfonline.com/doi/full/10.1080/16549716.2020.1726722#.Xl1bwtN3P0Q.twitter,\""Lucia D'Ambruoso\"",\""Building cooperative learning to address alcohol and other drug abuse\"")""}","{""(https://s3.amazonaws.com/participedia.prod/78318c98-f312-42bf-91de-3b9c44578a48,https://www.tandfonline.com/doi/full/10.1080/16549716.2020.1726722#.Xl1bwtN3P0Q.twitter,\""Lucia D'Ambruoso\"",\""Supplementary material_03_Nominating issue.png\"")"",""(https://s3.amazonaws.com/participedia.prod/d60fe437-1e98-47df-bd72-c33acf77ac76,https://www.tandfonline.com/doi/full/10.1080/16549716.2020.1726722#.Xl1bwtN3P0Q.twitter,\""Lucia D'Ambruoso\"",\""Supplementary material_04_Stress.JPG\"")"",""(https://s3.amazonaws.com/participedia.prod/32f12088-85de-4cee-ba2d-6afa5f3e2d83,https://www.tandfonline.com/doi/full/10.1080/16549716.2020.1726722#.Xl1bwtN3P0Q.twitter,\""Lucia D'Ambruoso\"",\""Supplementary material_09_Planning.jpg\"")"",""(https://s3.amazonaws.com/participedia.prod/69501d04-08db-4b89-bf15-260850e5f0c5,https://www.tandfonline.com/doi/full/10.1080/16549716.2020.1726722#.Xl1bwtN3P0Q.twitter,\""Lucia D'Ambruoso\"",\""Supplementary material_10_Collective accounts.jpg\"")"",""(https://s3.amazonaws.com/participedia.prod/fe18b901-a493-41ac-b2ad-9ca07772d448,https://www.tandfonline.com/doi/full/10.1080/16549716.2020.1726722#.Xl1bwtN3P0Q.twitter,\""Lucia D'Ambruoso\"",\""Supplementary material_11_Visual evidence.JPG\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","","{}","facetoface","{collaborative,deliberative,community}","collaborate","","{}","{}","{}","{}","{}","","","{make,deliver,develop}","","{}"
6470,"method","en","2020-04-08 00:00:00",True,"2020-04-29 00:00:00","","","","","","","","{}",False,True,"{""(https://s3.amazonaws.com/participedia.prod/e53f7949-7704-4293-9ffe-37814b9bb4a3,\""\"",\""Jennifer Hove, Lucia D'Ambruoso, Denny Mabetha, Maria van der Merwe, Peter Byass, Kathleen Kahn, Sonto Khosa, Sophie Witter, Rhian Twine\"",\""‘Water is life’: developing community participation for clean water in rural South Africa\"")""}","{}","{""(https://s3.amazonaws.com/participedia.prod/e6185984-fa1f-449f-a9ca-29edcb4ac483,https://gh.bmj.com/content/4/3/e001377,\""Community Participant\"",\""A water tanker that supplies villagers with water\"")"",""(https://s3.amazonaws.com/participedia.prod/f22da16f-158f-448d-9e88-d6e2e9d654e9,\""\"",\""Process Photo during workshops\"",\""Participants voting for a priority topic during the initial workshop\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"appointment","moderate","{}","facetoface","{collaborative,community,deliberative}","collaborate","both","{medium,small,large}","{neighbourhood}","{discussion,informal,storytelling}","{general,voting}","{preferential,plurality,unanimous}","yes","moderate","{develop,make}","complete","{}"
5993,"method","en","2019-08-07 00:00:00",True,"2020-10-14 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://labcivico.org,LabCívico,\""LabCívico Official Website\"")""}","{""(https://s3.amazonaws.com/participedia.prod/a5e0048a-18e6-49d4-852a-bfa34eb522eb-12-min.jpg,https://labcivico.org,LabCívico,\""Jóvenes y Ambiente, Legitimemos la participación\"")""}","{""(https://www.youtube.com/watch?v=n1hhNRMw-Bk,LabCívico,\""¿Qué es un LabCívico?\"")""}","{}",NULL,NULL,NULL,NULL,False,NULL,"labcvico-colaboracin-e-incidencia-para-el-cambio-social","","low","{}","facetoface","{planning,deliberative,community}","collaborate","open_to","{small}","{neighbourhood,city/town}","{discussion,informal}","{idea,general}","{}","yes","moderate","{make}","partial_content","{6498}"
5223,"method","en","2018-02-21 00:00:00",True,"2021-02-25 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://scarp.ubc.ca/sites/scarp.ubc.ca/files/Local_to_Local_Dialogue.pdf,\""\"",\""Local to Local Dialogue: A Grassroots Women's Perspective on Good Governance\"")"",""(https://huairou.org/old-file/wp-content/uploads/2016/06/Ghana_LtoL_Dialogue_Report_COLOR.pdf,\""\"",\"" The Local to Local Dialogue: A Tool for Strengthening Women’s Capacity to Negotiate and Partner with Local Authorities\"")"",""(https://books.google.ca/books?hl=en&lr=&id=WoKZwdgUUWgC&oi=fnd&pg=PA4&dq=local-to-local+dialogues&ots=MlvgtsVzAg&sig=9AcFK4SB3L1Up1wvz7QrJEjGD88#v=onepage&q=local-to-local%20dialogues&f=false,\""\"",\""Local to Local Dialogue: A Grassroots Women's Perspective on Good Governance [Google Books]\"")""}","{""(https://s3.amazonaws.com/participedia.prod/540b4583-258d-4ee0-9d7a-ac2eebef0cef_local-to-local-dialogues.jpg,http://tinyurl.com/y3jt3rp7,\""\"",\""L2L in Bangladesh\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"local-to-local-l2l-dialogues","","polarized","{}","facetoface","{deliberative,community}","","limited","{}","{neighbourhood,city/town}","{discussion}","{}","{}","no","","{develop}","stub","{}"
4682,"method","en","2016-11-30 00:00:00",True,"2023-05-12 21:28:56.88889","","","","","","","","{}",False,True,"{}","{""(https://pol.is/home,Polis,\""Polis Home Page\"")""}","{""(https://s3.amazonaws.com/participedia.prod/bf43048c-5016-462c-8795-34a20c14555a_FireShotCapture164-IMAGEEDITING-GoogleSlides_-https___docs.google.com_presentati.png,https://s3.amazonaws.com/participedia.prod/bf43048c-5016-462c-8795-34a20c14555a_FireShotCapture164-IMAGEEDITING-GoogleSlides_-https___docs.google.com_presentati.png,\""Polis / Colin Megill\"",\""Pol.is \"")""}","{""(https://www.youtube.com/watch?v=bRtD920YbIQ&amp=&feature=youtu.be,\""Andrew Smith at Polis\"",\""Polis in 90 Seconds\"")"",""(https://www.youtube.com/watch?v=WA1EAig_P4s,NewTechSeattle,\""Pol.is presented by Colin Megill at Seattle Tech Meetup on  June 17, 2014\"")""}","{}",NULL,NULL,NULL,NULL,False,NULL,NULL,"","moderate","{}","online","{deliberative}","consult","open",NULL,"{no_geo}","{express,discussion}","{opinion,n/a}","{preferential}","no","moderate","{make,academic,make_influence}","complete","{}"
457,"method","en","2011-12-30 00:00:00",True,"2021-07-08 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2774214/,\""Patricia A. Holkup, Toni Tripp-Reimer, Emily Matt Salois, and Clarann Weinert\"",\""Journal Article - Community-based Participatory Research An Approach to Intervention Research With a Native American Community\"")""}","{""(https://s3.amazonaws.com/participedia.prod/b011bcbc-7984-438c-bc68-ebb0959554d2_10425446_751891061594317_1132723113705582460_n.jpg,\""http://bit.ly/2WoSC39 \"",7Senses,\""Community-based Participatory Research\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"community-based-participatory-research","","","{direct_delivery_of_public_services_ie_by_entities_other_than_government,consultation_ie_to_advise_decision_makers}","both","{research,community,collaborative}","collaborate","","{medium,large}","{neighbourhood,city/town}","{}","{}","{}","no","","{develop,make}","stub","{}"
4537,"method","en","2016-08-09 00:00:00",True,"2020-08-20 00:00:00","","","","","","","","{}",False,False,"{}","{""(https://www.gov.uk/government/uploads/system/uploads/attachment_data/fil...,\""Government of UK\"",\""Multi-criteria analysis: a manual\"")"",""(https://projects.ncsu.edu/nrli/decision-making/MCDA.php,NRLI,\""National Resources Leadership Institute - Multi-criteria Decision Analysis\"")"",""(https://onlinelibrary.wiley.com/journal/10991360,\""Wiley Online Library\"",\""Wiley Online Library - Journal of Multi-Criteria Decision Analysis\"")"",""(https://www.sciencedirect.com/topics/engineering/multi-criteria-decision-making,\""\"",\""Science Direct - Multi-Criteria Decision-Making\"")"",""(http://ijpis.net/index.php/IJPIS/article/view/86,\""Mona Riabacke, Joachim Astrom, Ake Gronlund\"",\""eParticipation Galore? Extending Multi-criteria Decision Analysis to the Public\"")"",""(https://onlinelibrary.wiley.com/doi/abs/10.1002/mcda.406,\""Mats Danielson, Love Ekenberg, Anders Ekengren, Torsten Hökby, and Jan Lidén\"",\""Decision process support for participatory democracy\"")""}","{""(https://s3.amazonaws.com/participedia.prod/0568194f-8a1e-423d-9c70-06b6d306af31,https://www.htad-ifmbe-elearning.org/wp-content/uploads/2019/11/4.png,\""IFMBE HTA Division\"",\""Multi-Criteria Decision Analysis (MCDA)\"")""}","{}","{}",NULL,NULL,NULL,NULL,False,NULL,"multi-criteria-decision-analysis","random","polarized","{}","","{deliberative}","","both","{}","{}","{discussion,express,ask}","{voting,idea}","{preferential}","yes","high","{develop}","complete","{}"
