id,type,post_date,updated_date,location_name,city,province,country,country_best,city_best,approaches,method_types,tools_techniques_types,specific_methods_tools_techniques,primary_org_id,missing_org,missing_methods,missing_country
470,case,2012-01-09 08:36:22,2017-11-27 13:16:12,,,,United States,United States,Unknown,{},{},{},{},,1,1,0
5215,case,2016-11-02 00:00:00,2018-09-30 00:00:00,"North Shewa, Ethiopia",,,Ethiopia,Ethiopia,"North Shewa, Ethiopia","{cogovernance,coproduction,citizenship}","{direct,internal,longterm}","{facilitate,legislation,plan}",{5214},,1,0,0
438,case,2011-12-22 00:00:00,2020-08-15 00:00:00,,Torrance,California,United States,United States,Torrance,"{consultation,research}","{deliberative,research}","{facilitate,collect,inform}","{147,560,566,5507}",318.0,0,0,0
11935,case,2022-10-20 09:54:59.256313,2022-10-20 09:54:59.256313,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7355,case,2021-03-24 00:00:00,2021-04-07 00:00:00,,,,United Kingdom,United Kingdom,Unknown,{consultation},{deliberative},"{facilitate,recruit,propose}","{560,154,5507,5086}",,1,0,0
6166,case,2019-10-19 00:00:00,2021-04-24 00:00:00,,Oakland,California,United States,United States,Oakland,{},{},{},{},,1,1,0
7515,case,2021-05-18 00:00:00,2021-05-19 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7640,case,2021-07-28 09:20:00.727033,2021-07-28 09:20:00.727033,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
8166,case,2022-04-15 00:00:00,2022-04-15 12:51:16.425485,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
8602,case,2022-10-03 08:28:15.385239,2022-10-03 08:28:15.385239,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
450,case,2011-12-27 16:43:25,2017-06-20 08:26:47,"Durham NH, Atlanta GA, Madison WI, Golden CO, Tempe AZ, Berkeley CA",,,United States,United States,"Durham NH, Atlanta GA, Madison WI, Golden CO, Tempe AZ, Berkeley CA",{},{},{},{},,1,1,0
451,case,2011-12-27 00:00:00,2020-02-15 00:00:00,"Memphis, Dallas, Philadelphia, Chicago, Des Moines",,,United States,United States,"Memphis, Dallas, Philadelphia, Chicago, Des Moines",{consultation},{deliberative},"{collect,facilitate,recruit}",{145},576.0,0,0,0
135,case,2011-09-19 00:00:00,2019-09-09 23:48:12.195972,,Antwerp,,Belgium,Belgium,Antwerp,{direct},{},{},{4912},,1,0,0
7641,case,2021-07-28 09:22:20.918479,2021-07-28 09:22:20.918479,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7516,case,2021-05-18 21:47:46.795989,2021-05-18 21:47:46.795989,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
8603,case,2022-10-03 08:47:07.98225,2022-10-03 08:47:07.98225,,İstanbul,İstanbul,Turkey,Turkey,İstanbul,{},{},{},{},,1,1,0
11941,case,2022-10-20 10:28:39.697704,2022-10-20 10:28:39.697704,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7519,case,2021-05-18 00:00:00,2021-05-19 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
8607,case,2022-10-09 04:42:55.445874,2022-10-09 04:42:55.445874,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
5512,case,2018-11-28 00:00:00,2020-08-17 00:00:00,,,,United Kingdom,United Kingdom,Unknown,"{independent,social}",{internal},{},{4934},,1,0,0
7789,case,2021-11-12 00:00:00,2021-12-01 18:53:46.867222,,,,United States,United States,Unknown,"{civil,social,citizenship}","{deliberative,informal}","{facilitate,inform,recruit}",{},,1,1,0
7517,case,2021-05-18 22:07:24.418338,2021-05-18 22:07:24.418338,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
11943,case,2022-10-20 10:56:49.575653,2022-10-20 10:56:49.575653,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
134,case,2011-09-18 00:00:00,2023-02-28 19:29:01.131587,,Madrid,Madrid,Spain,Spain,Madrid,{},{},{},{},,1,1,0
5457,case,2018-10-09 23:41:44.416112,2018-10-10 00:09:47.082361,"Washington, DC, USA",Washington,,United States,United States,Washington,{protest},{},{},{},,1,1,0
8608,case,2022-10-09 00:00:00,2022-10-09 15:14:10.150265,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12244,case,2023-01-31 21:45:17.927,2023-01-31 21:45:17.927,,,Victoria,Australia,Australia,Unknown,"{cogovernance,consultation,coproduction}","{deliberative,collaborative}","{facilitate_decisionmaking,propose}",{},4455.0,0,1,0
5186,case,2018-02-01 00:00:00,2019-05-28 17:18:26.793073,Rivalta di Torino,Rivalta di Torino,Piedmont,Italy,Italy,Rivalta di Torino,{cogovernance},{public},{plan},"{146,5098}",,1,0,0
12906,case,2023-11-03 05:10:54.125591,2023-11-03 05:38:56.359379,,,,India,India,Unknown,{research},{},{},{},,1,1,0
7373,case,2021-04-02 20:26:48.208739,2021-04-02 20:26:48.241312,,,Maine,United States,United States,Unknown,{direct},{direct},{inform},{},,1,1,0
473,case,2012-01-09 23:31:03,2017-06-21 12:29:38,,Villa El Salvador,Lima,Peru,Peru,Villa El Salvador,{},{},{},{},,1,1,0
8159,case,2022-04-11 00:37:33.378263,2022-04-29 17:31:04.962067,,Mont-Saint-Hilaire,Québec,Canada,Canada,Mont-Saint-Hilaire,{},{},{},{},,1,1,0
11944,case,2022-10-20 10:58:17.843236,2022-10-20 10:58:17.885594,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12375,case,2023-05-02 21:41:34.711,2023-05-02 21:41:34.711,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7520,case,2021-05-18 00:00:00,2021-05-19 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
4561,case,2016-08-30 00:00:00,2021-11-12 07:40:44.394795,,,Victoria,Australia,Australia,Unknown,{consultation},{deliberative},"{facilitate,propose,inform}","{155,733,565,566}",216.0,0,0,0
5444,case,2018-09-23 18:36:14.398876,2019-03-09 16:24:48.404378,"Winnipeg, MB, Canada",Winnipeg,,Canada,Canada,Winnipeg,{consultation},{},{},{},,1,1,0
7338,case,2021-03-23 00:00:00,2021-04-01 00:00:00,,,,Germany,Germany,Unknown,{consultation},{deliberative},"{facilitate,recruit,propose}","{5507,727,154,560}",,1,0,0
8213,case,2022-05-12 00:00:00,2022-07-30 09:28:30.555774,,Orléans,Centre-Val de Loire,France,France,Orléans,"{cogovernance,consultation,research}","{deliberative,research,participantled}","{collect,facilitate,propose}",{},,1,1,0
6468,case,2020-04-03 00:00:00,2020-04-03 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
5436,case,2018-09-18 17:15:47.068971,2019-11-28 18:19:33.588705,Uganda,,,Uganda,Uganda,Uganda,"{advocacy,leadership,citizenship}",{},{},{},,1,1,0
5430,case,2018-09-07 23:30:12.686078,2019-03-16 07:15:24.915784,"Toronto, ON, Canada",Toronto,,Canada,Canada,Toronto,{},{},{},{},,1,1,0
37,case,2010-06-01 00:00:00,2021-02-17 00:00:00,Park Plaza Riverbank,London,,United Kingdom,United Kingdom,London,"{social,citizenship}","{deliberative,informal_participation}","{collect,facilitate,inform}","{147,565}",,1,0,0
4167,case,2014-12-18 04:37:33,2015-11-03 14:29:51,Zürich,Zürich,,Switzerland,Switzerland,Zürich,{},{},{},{},,1,1,0
6193,case,2019-10-21 00:00:00,2019-10-31 00:00:00,,Santiago,Santiago Metropolitan Region,Chile,Chile,Santiago,{},{},{},{},,1,1,0
138,case,2011-10-30 00:00:00,2019-11-10 00:00:00,,Piombino,,Italy,Italy,Piombino,{consultation},"{deliberative,collaborative}","{facilitate,propose,recruit}","{5179,4836}",,1,0,0
136,case,2011-10-23 20:53:00,2017-06-16 09:02:04,,Uzzano,,Italy,Italy,Uzzano,{},{},{},{},,1,1,0
4498,case,2016-07-21 10:02:33,2016-08-01 14:37:54,Echuca Civic Centre,,Victoria,Australia,Australia,Echuca Civic Centre,{},{},{},{},,1,1,0
6168,case,2019-10-19 00:19:41.982,2019-10-19 00:19:42.010213,,,,Democratic Republic of the Congo,Democratic Republic of the Congo,Unknown,{},{},{},{},,1,1,0
5197,case,2018-02-06 00:00:00,2018-02-06 00:00:00,"Campus ""Tina Merlin"" Comune di Feltre",Feltre,Belluno,Italy,Italy,Feltre,{},{},{},{},,1,1,0
6181,case,2019-10-20 00:00:00,2019-10-21 21:46:31.520074,,Venezia,Veneto,Italia,Italia,Venezia,"{cogovernance,consultation}",{collaborative},{propose},"{4777,162}",6182.0,0,0,0
5435,case,2018-09-18 17:15:40.512884,2019-04-24 21:27:47.384971,Uganda,,,Uganda,Uganda,Uganda,"{advocacy,leadership,citizenship}",{},{},{},,1,1,0
5017,case,2017-08-22 00:00:00,2020-09-27 00:00:00,Jardin pour Tous,Montréal,Québec,Canada,Canada,Montréal,"{coproduction_form,social}","{community,informal}",{},{},,1,1,0
7551,case,2021-05-27 00:00:00,2021-07-30 00:00:00,,Glasgow,Scotland,United Kingdom,United Kingdom,Glasgow,{},"{public,deliberative}","{manage,facilitate}","{146,635,560}",7578.0,0,0,0
5744,case,2019-04-07 00:00:00,2019-10-14 16:59:38.605747,"Paris, France",Paris,,France,France,Paris,"{research,leadership,civil}","{collaborative,research}","{inform,facilitate}","{5179,146,6142}",6141.0,0,0,0
7647,case,2021-07-28 00:00:00,2021-07-29 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7525,case,2021-05-18 00:00:00,2021-05-19 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7599,case,2021-07-16 00:00:00,2021-07-16 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7372,case,2021-04-02 00:00:00,2021-05-04 00:00:00,,Verviers,Wallonie,Belgique,Belgique,Verviers,"{civil,consultation,citizenship}","{deliberative,collaborative}","{facilitate,recruit,propose}",{},,1,1,0
7750,case,2021-10-18 00:00:00,2021-10-19 13:30:07.115713,,,California,United States,United States,Unknown,{},{},{},{},,1,1,0
13257,case,2024-05-10 15:11:17.604478,2024-05-17 22:16:50.767765,,Adjarra,Ouémé Department,Benin,Benin,Adjarra,{},{},{},{},1082.0,0,1,0
6995,case,2020-09-19 00:00:00,2021-04-01 00:00:00,,,Bavaria,Germany,Germany,Unknown,{consultation},"{deliberative,planning}","{facilitate,propose,recruit}","{560,154,160}",,1,0,0
5407,case,2018-07-21 00:00:00,2021-05-27 00:00:00,"Gavorrano, Province of Grosseto, Italy",,,Italy,Italy,"Gavorrano, Province of Grosseto, Italy","{consultation,research,social}","{deliberative,experiential}","{inform,facilitate,propose}",{5082},,1,0,0
6306,case,2019-11-14 00:00:00,2019-11-17 00:00:00,,Cagliari,Sardegna,Italia,Italia,Cagliari,{consultation},{informal},{inform},{162},,1,0,0
6749,case,2020-07-18 00:00:00,2020-08-03 00:00:00,,Roma,Lazio,Italy,Italy,Roma,{consultation},{deliberative},"{facilitate,recruit,collect}","{147,560,565,566}",,1,0,0
7524,case,2021-05-18 00:00:00,2021-05-19 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
5321,case,2018-06-21 00:00:00,2020-11-14 00:00:00,"Vancouver, BC, Canada",Vancouver,,Canada,Canada,Vancouver,"{consultation,research,informal_engagement}",{},{},{},,1,1,0
5029,case,2017-08-23 00:00:00,2020-07-29 00:00:00,"Place Shamrock, Avenue Shamrock, Montreal, QC, Canada",Montreal,,Canada,Canada,Montreal,{},{},{},{},,1,1,0
6638,case,2020-06-23 00:00:00,2020-06-23 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7649,case,2021-07-29 00:00:00,2021-07-29 00:00:00,,New York,New York,United States,United States,New York,{},{},{},{},,1,1,0
8614,case,2022-10-10 06:05:44.119867,2022-10-10 06:05:44.119867,,Brisbane,Queensland,Australia,Australia,Brisbane,{},{},{},{},,1,1,0
6640,case,2020-06-23 00:00:00,2020-06-23 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
871,case,2013-04-19 00:00:00,2019-07-14 18:13:42.537627,,Medellín,,Colombia,Colombia,Medellín,{},{},{},{},,1,1,0
4779,case,2017-01-28 00:00:00,2019-12-12 00:00:00,"Minya Governorate, Egypt",Minya,Menia Governorate,Egypt,Egypt,Minya,"{coproduction_form,citizenship,consultation}","{collaborative,community,longterm}","{facilitate,propose}","{4908,5397,4907,5179,4777}",,1,0,0
12117,case,2022-11-30 22:48:00.470166,2022-11-30 22:48:00.470166,,Derry,Northern Ireland,United Kingdom,United Kingdom,Derry,"{cogovernance,citizenship,research}","{community,public,participatory}",{},{},,1,1,0
7526,case,2021-05-18 00:00:00,2021-05-19 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7650,case,2021-07-29 00:00:00,2021-07-29 00:00:00,,New York,New York,United States,United States,New York,{},{},{},{},,1,1,0
5299,case,2018-06-09 00:00:00,2020-11-19 00:00:00,"Madrid, Spain",Madrid,,Spain,Spain,Madrid,"{coproduction,civil}","{informal,deliberative}","{propose,facilitate,recruit}",{5179},4680.0,0,0,0
5384,case,2018-07-03 00:00:00,2020-03-23 00:00:00,UK,,,United Kingdom,United Kingdom,UK,"{consultation,research}",{deliberative},"{facilitate,facilitate_decisionmaking,plan}","{1278,529,565}",,1,0,0
7527,case,2021-05-18 00:00:00,2021-05-19 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
8176,case,2022-04-16 00:00:00,2022-04-16 15:12:11.590635,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
8358,case,2022-07-09 00:00:00,2022-07-09 16:08:45.583547,,,,United States,United States,Unknown,{},{},{},{},,1,1,0
74,case,2010-12-07 00:00:00,2020-12-12 00:00:00,49 Villages,,,Indonesia,Indonesia,49 Villages,{research},"{research,public}","{facilitate_decisionmaking,collect}","{457,191,4912,639}",,1,0,0
1459,case,2013-10-26 09:48:34,2017-09-15 08:14:11,Finland,,,Finland,Finland,Finland,{},{},{},{},,1,1,0
4168,case,2014-12-18 13:56:08,2015-02-26 03:53:11,Deutschland,,,Germany,Germany,Deutschland,{},{},{},{},,1,1,0
4171,case,2014-12-20 12:59:40,2015-02-22 12:14:35,,Königslutter,Niedersachsen,Germany,Germany,Königslutter,{},{},{},{},,1,1,0
12450,case,2023-04-17 14:25:58.254097,2023-04-17 14:25:58.254097,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
5284,case,2018-05-09 07:43:28.768355,2018-08-24 17:20:41.564626,"Boston, MA, United States",Boston,,United States,United States,Boston,"{coproduction,citizenship,civil}",{},{},{},,1,1,0
8616,case,2022-10-10 00:00:00,2022-10-11 02:03:51.126103,,Nashville,Tennessee,United States,United States,Nashville,{},{},{},{},,1,1,0
12229,case,2023-01-30 05:47:11.57938,2023-01-30 05:47:11.57938,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
5282,case,2018-04-25 00:00:00,2019-07-25 16:40:45.269047,"Akron, OH, United States",Akron,Ohio,United States,United States,Akron,{consultation},{deliberative},"{facilitate,collect}","{155,565}",260.0,0,0,0
7371,case,2021-03-31 22:17:55.154332,2021-03-31 22:25:07.93667,,Vancouver,British Columbia,Canada,Canada,Vancouver,"{citizenship,leadership,civil}","{experiential,informal}","{facilitate,inform,propose}",{},6362.0,0,1,0
7397,case,2021-04-22 00:00:00,2021-11-08 17:42:17.614238,,Maputo,Maputo,Mozambique,Mozambique,Maputo,"{social,consultation,cogovernance}","{public,community}","{manage,propose,facilitate}",{146},,1,0,0
8613,case,2022-10-10 00:00:00,2022-10-11 02:04:41.893896,,Darlinghurst,New South Wales,Australia,Australia,Darlinghurst,{},{},{},{},,1,1,0
7529,case,2021-05-19 00:00:00,2021-05-19 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
13058,case,2024-01-16 08:48:02.542627,2024-01-16 08:48:02.542627,,Central Falls,Rhode Island,United States,United States,Central Falls,{},{},{},{},,1,1,0
12277,case,2023-02-11 21:50:21.744,2023-02-11 21:50:21.744,,Hot Springs,Arkansas,United States,United States,Hot Springs,{cogovernance},{deliberative},"{plan,facilitate,propose}",{},12270.0,0,1,0
5248,case,2018-04-04 00:00:00,2021-06-23 00:00:00,"Wenling, Taizhou, Zhejiang, China",Taizhou,,China,China,Taizhou,"{consultation,citizenship,leadership}","{public,research}","{manage,collect}","{146,560}",,1,0,0
8347,case,2022-06-30 00:00:00,2022-06-30 15:55:07.693258,,Chicago,Illinois,United States,United States,Chicago,{},{},{},{},,1,1,0
636,case,2012-07-23 00:00:00,2019-10-10 19:45:02.116006,New Brunswick Health Council,Moncton,New Brunswick,Canada,Canada,Moncton,"{consultation,research}",{deliberative},"{facilitate,recruit}","{560,4345,566,4885,565}",,1,0,0
48,case,2010-06-04 07:13:25,2019-04-16 06:32:59.06708,,,,Brazil,Brazil,Unknown,{},{},{},{},,1,1,0
12300,case,2023-02-13 17:03:27.698182,2023-02-13 17:03:27.698182,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12298,case,2023-02-13 17:02:41.923954,2023-02-13 17:02:41.923954,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
4953,case,2017-06-28 00:00:00,2020-05-28 00:00:00,,Chongqing,Chongqing,China,China,Chongqing,{},{},{},{},,1,1,0
8631,case,2022-10-11 00:00:00,2022-10-11 21:03:30.039358,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
8630,case,2022-10-11 09:11:20.855236,2022-10-11 09:11:20.855236,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7072,case,2020-09-29 00:00:00,2020-11-02 00:00:00,,Remscheid,North Rhine-Westphalia,Germany,Germany,Remscheid,{consultation},{deliberative},"{facilitate,recruit,propose}","{560,154,160}",,1,0,0
4962,case,2017-07-06 00:00:00,2020-03-12 00:00:00,"Makueni, Kenya",,Makueni County,Kenya,Kenya,"Makueni, Kenya","{cogovernance,evaluation}","{public,deliberative,planning}","{manage,inform,facilitate}","{146,4298}",4329.0,0,0,0
4810,case,2017-02-21 00:00:00,2021-06-01 00:00:00,Città metropolitana di Bologna,Bologna,,Italy,Italy,Bologna,{consultation},{},{},{5082},4768.0,0,0,0
7530,case,2021-05-19 00:00:00,2021-05-19 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12232,case,2023-01-30 05:55:41.602504,2023-01-30 05:55:41.602504,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7363,case,2021-03-24 00:00:00,2021-04-08 00:00:00,,,,United Kingdom,United Kingdom,Unknown,{consultation},{deliberative},"{facilitate,recruit,propose}","{560,154,5507,4345,155}",,1,0,0
593,case,2012-05-30 00:00:00,2021-04-24 00:00:00,Salem Conference Center,Salem,Oregon,United States,United States,Salem,"{consultation,research}",{},{},{5097},,1,0,0
7364,case,2021-03-24 00:00:00,2021-04-08 00:00:00,,,,United Kingdom,United Kingdom,Unknown,{consultation},{deliberative},"{facilitate,recruit,propose}","{560,5507,154,4345,155}",,1,0,0
12234,case,2023-01-30 05:58:23.830993,2023-01-30 05:58:23.830993,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
7533,case,2021-05-19 00:00:00,2021-05-27 00:00:00,,Glasgow,Scotland,United Kingdom,United Kingdom,Glasgow,{},{},{},{},,1,1,0
8271,case,2022-06-10 00:00:00,2022-06-10 14:57:25.782016,,,,United States,United States,Unknown,{},{},{},{},,1,1,0
5360,case,2018-06-28 21:12:49.036079,2018-08-17 15:52:39.038845,"Belfast, UK",Belfast,,United Kingdom,United Kingdom,Belfast,{consultation},{},{},{},,1,1,0
2342,case,2014-03-25 00:00:00,2021-08-21 00:00:00,,East Jerusalem,,Palestinian Territory,Palestinian Territory,East Jerusalem,"{civil,social,advocacy}","{community,informal}",{plan},{5098},4323.0,0,0,0
7149,case,2020-10-28 00:00:00,2020-10-28 00:00:00,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6135,case,2019-10-09 00:00:00,2021-05-18 00:00:00,,Middlebury,Vermont,United States,United States,Middlebury,{independent},{deliberative},{facilitate},{560},6138.0,0,0,0
570,case,2012-04-12 18:07:37,2017-06-22 14:30:22,Tuscany,,,Italy,Italy,Tuscany,{},{},{},{},,1,1,0
4414,case,2016-06-05 07:08:23,2019-03-06 16:45:31.133733,"Carcross/Tagish First Nation, YT, Canada",,,Canada,Canada,"Carcross/Tagish First Nation, YT, Canada","{independent,direct,citizenship}",{},{},{},,1,1,0
72,case,2010-04-09 00:00:00,2020-08-04 00:00:00,Mississauga-Halton,Mississauga,,Canada,Canada,Mississauga,{consultation},"{deliberative,planning}","{facilitate,propose,recruit}","{635,560,5179,154}",213.0,0,0,0
8633,case,2022-10-13 00:00:00,2022-10-13 19:48:06.239022,,Cedar Springs,Michigan,United States,United States,Cedar Springs,{},{},{},{},,1,1,0
11989,case,2022-10-20 14:48:09.228589,2022-10-20 14:48:09.266451,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12237,case,2023-01-30 06:02:53.106557,2023-01-30 06:02:53.106557,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6134,case,2019-10-09 00:00:00,2019-10-09 00:30:23.809315,,Cape Town,Western Cape,South Africa,South Africa,Cape Town,"{coproduction_form,civil}","{community,participatory}",{},"{4451,4298,4951}",,1,0,0
3,case,2009-10-23 00:00:00,2020-08-04 00:00:00,"Wenling, Taizhou, Zhejiang, China",Taizhou,Zhejiang,China,China,Taizhou,"{consultation,cogovernance,research}","{public,deliberative}","{manage,facilitate,collect}","{146,147,560,566,565}",318.0,0,0,0
8635,case,2022-10-13 00:00:00,2022-10-13 19:47:10.593356,,,England,United Kingdom,United Kingdom,Unknown,{},{},{},{},,1,1,0
11994,case,2022-10-20 15:03:13.32485,2022-10-20 15:03:13.32485,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12239,case,,2023-01-30 15:47:02.113,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12021,case,2022-11-07 18:40:46.21334,2022-11-07 18:40:46.21334,,,,,Unknown,Unknown,{advocacy},{},{},{},,1,1,1
12022,case,,2022-11-08 14:26:15.109,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6131,case,2019-10-06 00:00:00,2019-10-06 19:14:33.28467,,New Bedford,Massachusetts,United States,United States,New Bedford,{},{},{},{},,1,1,0
6129,case,2019-10-06 00:00:00,2019-10-06 18:35:30.453946,,Prague,Prague,Czechia,Czechia,Prague,{},{},{},{},,1,1,0
4723,case,2017-01-03 00:00:00,2020-10-22 00:00:00,,,Massachusetts,United States,United States,Unknown,"{cogovernance,citizenship,direct}","{direct,deliberative,participantled}","{facilitate_decisionmaking,facilitate,legislation}","{159,566,4885,387}",,1,0,0
5300,case,2018-06-05 00:00:00,2020-08-05 00:00:00,,,,,Unknown,Unknown,{direct},{deliberative},"{facilitate,facilitate_decisionmaking}","{190,560}",,1,0,1
8639,case,2022-10-13 14:35:22.457684,2022-10-13 14:35:22.457684,,,Hà Nội,Vietnam,Vietnam,Unknown,{},{},{},{},,1,1,0
7362,case,2021-03-24 00:00:00,2021-04-08 00:00:00,,,,United Kingdom,United Kingdom,Unknown,{consultation},{deliberative},"{facilitate,recruit,propose}","{560,154,5507,155,4345}",,1,0,0
801,case,2013-03-15 00:00:00,2017-09-16 00:00:00,European Union,,,,Unknown,European Union,{},{},{},{},,1,1,1
6906,case,2020-09-02 00:00:00,2020-10-18 00:00:00,,Chatfield,Minnesota,United States,United States,Chatfield,{consultation},{deliberative},"{facilitate,recruit,propose}","{560,154,155}",260.0,0,0,0
6123,case,2019-10-06 00:00:00,2019-10-06 17:04:33.678813,,Nantes,Pays de la Loire,France,France,Nantes,{},{},{},{},,1,1,0
5041,case,2017-08-29 00:00:00,2019-05-28 16:47:58.324747,Underground train station of Piscinola (Naples),Naples,Napoli,Italy,Italy,Naples,{},"{participatory,informal_participation}",{},{4451},,1,0,0
1862,case,2014-02-06 05:43:03,2018-12-14 01:53:42.419366,,Tameside,Manchester (Greater),United Kingdom,United Kingdom,Tameside,{},{},{},{},,1,1,0
11995,case,2022-10-20 15:05:23.815587,2022-10-20 15:05:23.854213,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12240,case,2023-01-30 15:54:33.503855,2023-01-30 15:54:33.503855,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6903,case,2020-09-02 00:00:00,2020-10-18 00:00:00,,,Minnesota,United States,United States,Unknown,{},{deliberative},"{facilitate,recruit,propose}","{560,635,154,565}",260.0,0,0,0
7537,case,2021-05-20 00:00:00,2021-05-20 00:00:00,,Abu Dhabi,Abu Dhabi,United Arab Emirates,United Arab Emirates,Abu Dhabi,{cogovernance},{deliberative},{manage},{4777},,1,0,0
6904,case,2020-09-02 00:00:00,2020-10-18 00:00:00,,,Minnesota,United States,United States,Unknown,{consultation},{deliberative},"{facilitate,recruit,propose}","{560,155}",260.0,0,0,0
1399,case,2013-10-08 12:07:05,2022-05-27 22:26:18.851669,Devon and Somerset,,,United Kingdom,United Kingdom,Devon and Somerset,{cogovernance},{},{inform},{},,1,1,0
1387,case,2013-10-07 10:04:30,2019-04-04 23:15:46.297181,,Carlisle,Cumbria,United Kingdom,United Kingdom,Carlisle,{},{},{},{},,1,1,0
7538,case,2021-05-20 00:00:00,2021-05-20 00:00:00,,Lagos,Lagos,Nigeria,Nigeria,Lagos,{coproduction_form},{community},{collect},{5223},698.0,0,0,0
12242,case,2023-01-30 00:00:00,2023-01-30 18:23:38.914814,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
505,case,2012-01-19 00:00:00,2020-03-31 00:00:00,,,Emilia-Romagna,Italy,Italy,Unknown,{},{},{},{},,1,1,0
1276,case,2013-09-06 06:16:57,2018-12-28 23:03:39.153043,,Luton,,United Kingdom,United Kingdom,Luton,{},{},{},{},,1,1,0
12381,case,2023-05-02 21:38:14.852,2023-05-02 21:38:14.852,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12485,case,2023-05-02 08:14:23.209371,2023-05-02 08:14:23.209371,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
12026,case,,2022-11-08 15:57:25.355,,,,,Unknown,Unknown,{},{},{},{},,1,1,1
6862,case,2020-08-24 00:00:00,2020-08-24 00:00:00,,Tragwein,Oberösterreich,Austria,Austria,Tragwein,{consultation},"{deliberative,planning}","{facilitate,recruit,propose}","{560,6227}",,1,0,0
5071,case,2017-09-27 00:00:00,2020-09-27 00:00:00,Tengen,Tengen,Baden-Württemberg,Germany,Germany,Tengen,{consultation},"{planning,public_meetings}",{propose},{},,1,1,0
7360,case,2021-03-24 00:00:00,2021-04-08 00:00:00,,,,United Kingdom,United Kingdom,Unknown,{evaluation},{deliberative},"{facilitate,recruit,propose}","{5507,560,154}",,1,0,0
12142,case,2022-12-01 14:33:08.436774,2022-12-01 14:33:08.436774,,Harbin,Heilongjiang,China,China,Harbin,{},{},{},{},,1,1,0
5733,case,2019-04-03 15:51:31.606806,2019-04-05 16:10:17.543999,"International Drive, Bay Lake, FL, USA",Bay Lake,,United States,United States,Bay Lake,{},{},{},{},,1,1,0
4706,case,2016-12-22 20:31:23,2017-05-17 09:02:33,Office of Information Technology Services,Albany,New York,United States,United States,Albany,{},{},{},{},,1,1,0
7358,case,2021-03-24 00:00:00,2021-04-08 00:00:00,,,,United Kingdom,United Kingdom,Unknown,{consultation},{deliberative},"{facilitate,recruit,propose}","{560,154,5507}",,1,0,0
7357,case,2021-03-24 00:00:00,2021-04-08 00:00:00,,,,United Kingdom,United Kingdom,Unknown,{consultation},{deliberative},"{facilitate,recruit,propose}","{560,154,5507}",,1,0,0
5204,case,2018-02-10 00:00:00,2018-02-11 00:00:00,Centro Balducci,Pozzuolo del Friuli,Udine,Italy,Italy,Pozzuolo del Friuli,{},{},{},{},,1,1,0
